,Hotel_Name,Price,Primary_Rating,Location_Rating,Cleanliness_Rating,Service_Rating,Value_Rating,Num_Reviews,Address,Amenities
109,Ace Hotel New York ,104,4.0,4.5,4.5,4.5,4,2100,"20 W 29th Street at Broadway, New York City, NY 10001-4502","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Nightclub / DJ', 'Pets Allowed ( Dog / Pet Friendly )', 'Meeting rooms', '24-hour security', 'Free internet', 'Wifi', 'Internet', 'Coffee shop', 'Restaurant', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Shops', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
110,The Hotel At Times Square ,68,4.0,5,4,4,4,4140,"59 West 46th Street, New York City, NY 10036-4120","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Breakfast available', 'Taxi service', 'Fax / photocopying', 'Rooftop terrace', 'Baggage storage', 'Free internet', 'Wifi', 'Internet', 'Complimentary instant cofffee', 'Vending machine', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Laundry service']"
111,The Towers At Lotte New York Palace - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,615,5.0,5,5,5,4.5,2147,"455 Madison Avenue, New York City, NY 10022-6845","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Business Center with Internet Access', 'Conference facilities', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Sauna', 'Breakfast available', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Spa', 'Facial treatments', 'Concierge', 'Non-smoking hotel', 'Butler service', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Shoeshine']"
112,Nobleden Hotel ,127,4.5,4.5,5,4.5,4.5,1107,"196 Grand Street, New York City, NY 10013-3712","['Free High Speed Internet (WiFi)', 'Free internet', 'Rooftop terrace', 'Baggage storage', 'Newspaper', '24-hour check-in', '24-hour front desk', 'Laundry service', 'Wifi', 'Public wifi', 'Internet', 'Non-smoking hotel', 'Outdoor furniture', 'Shared lounge / TV area']"
113,"The Standard, East Village ",185,4.5,4.5,4.5,4.5,4,1112,"25 Cooper Sq, New York City, NY 10003-7107","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Bicycles available', 'Pets Allowed ( Dog / Pet Friendly )', 'Conference facilities', 'Meeting rooms', '24-hour security', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Breakfast available', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
114,Cassa Hotel Ny 45Th Street - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,93,4.5,5,4.5,4.5,4,2818,"70 West 45th Street, New York City, NY 10036-4202","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Baggage storage', 'Concierge', '24-hour check-in', '24-hour front desk', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Newspaper', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Washing machine', 'Ironing service']"
115,Millennium Hilton New York One Un Plaza ,144,4.0,4.5,4.5,4,4,1341,"One UN Plaza, New York City, NY 10017","['Valet parking', 'Free internet', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Conference facilities', 'Banquet room', '24-hour security', 'Baggage storage', 'Paid private parking nearby', 'Parking', 'Wifi', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Coffee shop', 'Restaurant', 'Breakfast buffet', 'Breakfast in the room', 'Meeting rooms', 'Fax / photocopying', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']"
116,Radisson Hotel New York Midtown-Fifth Avenue ,108,4.0,5,4.5,4,4,2158,"25 W 51st St Off 5th Avenue, New York City, NY 10019-6902","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', ""Children's television networks"", 'Business Center with Internet Access', 'Meeting rooms', 'Rooftop terrace', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Complimentary instant cofffee', ""Kids' meals"", 'Baggage storage', 'Convenience store', 'Non-smoking hotel', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
117,W New York - Times Square ,161,4.0,4.5,4.5,4,3.5,4904,"1567 Broadway, New York City, NY 10036-1517","['Paid public parking nearby', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Nightclub / DJ', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Business Center with Internet Access', 'Valet parking', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Shops', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
118,Royalton New York Hotel ,119,4.0,5,4.5,4.5,4,3085,"44 West 44th Street, New York City, NY 10036-6604","['Paid public parking nearby', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Nightclub / DJ', 'Taxi service', 'Business Center with Internet Access', 'Meeting rooms', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', '24-hour security', 'Concierge', 'Non-smoking hotel', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
119,Holiday Inn Manhattan - Financial District ,95,4.0,4.5,4.5,4,4,2010,"99 Washington Street, New York City, NY 10006-1805","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', ""Children's television networks"", 'Highchairs available', 'Car hire', 'Business Center with Internet Access', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Happy hour', ""Kids' meals"", 'Wine / champagne', 'Vending machine', 'Taxi service', 'Fax / photocopying', 'Massage chair', '24-hour security', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'ATM on site', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Clothes dryer', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Washing machine', 'Ironing service']"
120,The Maxwell New York City ,103,3.5,4.5,4,4,3.5,5735,"541 Lexington Avenue between 49th St and 50th St, New York City, NY 10022","['Parking', 'Paid internet', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
121,Oyo Times Square ,73,3.5,4.5,4,4,3.5,5435,"157 West 47th Street (between 6th & 7th Avenues), New York City, NY 10036-1503","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Fax / photocopying', 'Baggage storage', 'Concierge', '24-hour front desk', 'Express check-in / check-out', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Ironing service']"
122,Hyatt Place New York Midtown South ,125,4.0,4.5,4.5,4.5,4,2867,"52 W 36th St # 54, New York City, NY 10018-8029","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Breakfast buffet', 'Rooftop terrace', 'Baggage storage', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Non-smoking hotel']"
123,The Surrey - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,560,4.5,5,4.5,4.5,4,2362,"20 East 76th Street, New York City, NY 10021-2643","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Bicycles available', 'Pets Allowed ( Dog / Pet Friendly )', 'Spa', 'Paid public parking on-site', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Sauna', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Rooftop bar', 'Evening entertainment', 'Massage', 'Rooftop terrace', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Private check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
124,Mondrian Park Avenue ,145,4.5,4.5,4.5,4.5,4,656,"444 Park Ave S, New York City, NY 10016-7321","['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Children Activities (Kid / Family Friendly)', 'Meeting rooms', 'Rooftop terrace', 'Concierge', '24-hour front desk', 'Dry cleaning', 'Free internet', 'Wifi', 'Public wifi', 'Paid wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Rooftop bar', 'Non-smoking hotel', 'Doorperson', 'Laundry service', 'Ironing service']"
125,Washington Square Hotel - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,184,4.0,5,4.5,4.5,4,1850,"103 Waverly Place, New York City, NY 10011-9194","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Taxi service', 'Fax / photocopying', 'Massage', '24-hour security', 'Baggage storage', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Bar / lounge', 'Restaurant', 'Breakfast buffet', 'Complimentary instant cofffee', 'Vending machine', 'Concierge', 'Non-smoking hotel', 'Doorperson', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
126,The Frederick Hotel ,114,4.0,4.5,4.5,4,4,2524,"95 West Broadway At Chambers Street, New York City, NY 10007-1151","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Breakfast available', 'Walking tours', 'Nightclub / DJ', 'Car hire', 'Fax / photocopying', 'Paid private parking nearby', 'Free internet', 'Wifi', 'Internet', 'Wine / champagne', 'Taxi service', 'Baggage storage', 'Newspaper', 'Non-smoking hotel', 'Doorperson', 'Umbrella', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
127,Avalon Hotel ,118,4.5,4.5,4.5,4.5,4.5,2335,"16 East 32nd Street, New York City, NY 10016-5402","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Snack bar', 'Car hire', 'Business Center with Internet Access', 'Conference facilities', 'Baggage storage', 'Parking garage', 'Free internet', 'Wifi', 'Public wifi', 'Free wifi in the business center', 'Internet', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Doorperson', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']"
128,Sixty Soho ,200,4.5,5,4.5,4.5,4,1395,"60 Thompson St, New York City, NY 10012-4308","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Patio', 'Kids stay free', 'Babysitting', 'Paid private parking nearby', 'Parking garage', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Paid wifi', 'Internet', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Happy hour', 'Outdoor dining area', 'Wine / champagne', 'Rooftop bar', 'Nightclub / DJ', 'Highchairs available', 'Car hire', 'Taxi service', 'Conference facilities', 'Meeting rooms', 'Fax / photocopying', 'Rooftop terrace', 'Baggage storage', 'Concierge', 'Newspaper', 'Outdoor furniture', 'Sun deck', 'Sun terrace', 'Doorperson', 'First aid kit', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
129,Made Hotel ,144,4.5,4.5,5,5,4.5,415,"44 West 29 Street, New York City, NY 10001-4241","['Free High Speed Internet (WiFi)', 'Bar / lounge', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Rooftop terrace', 'Baggage storage', '24-hour front desk', 'Dry cleaning', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Rooftop bar', 'Concierge', 'Non-smoking hotel', 'Laundry service']"
130,The Westin New York At Times Square - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,159,4.0,4.5,4.5,4,4,3814,"270 West 43rd Street At 8th Avenue, New York City, NY 10036-3912","['Paid public parking nearby', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Valet parking', 'Parking', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Convenience store', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'ATM on site', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
131,The Hotel At Fifth Avenue ,80,4.0,4.5,4,4,4,3086,"17 West 32nd Street, New York City, NY 10001-3820","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Coffee shop', 'Airport transportation', 'Fax / photocopying', 'Rooftop terrace', 'Baggage storage', 'Parking garage', 'Wifi', 'Internet', 'Complimentary tea', 'Vending machine', 'Car hire', 'Concierge', 'Non-smoking hotel', 'Umbrella', '24-hour front desk', 'Laundry service']"
132,"Staypineapple, An Artful Hotel, Midtown New York - Updated 2020 Prices & Reviews (New York City) - Tripadvisor",119,4.5,4.5,4.5,4.5,4.5,298,"337 W 36th St, New York City, NY 10018-6558","['Free High Speed Internet (WiFi)', 'Free internet', 'Complimentary instant cofffee', 'Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Wifi', 'Internet']"
133,The Benjamin ,161,4.5,4.5,4.5,4.5,4,3391,"125 East 50th Street, New York City, NY 10022-9501","['Parking', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Evening entertainment', 'Babysitting', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Complimentary instant cofffee', 'Conference facilities', 'Banquet room', 'Meeting rooms', '24-hour security', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']"
134,Fairfield Inn & Suites New York Manhattan/Times Square South ,82,3.5,4.5,4.5,4,4.5,116,"338 West 36th Street, New York City, NY 10018-7598","['Wifi', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Meeting rooms', 'Baggage storage', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Bar / lounge', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Laundry service', 'Self-serve laundry']"
135,Intercontinental New York Barclay ,160,4.5,5,4.5,4.5,4,2475,"111 E 48th St, New York City, NY 10017-1222","['Valet parking', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Paid private parking on-site', 'Parking garage', 'Parking', 'Public wifi', 'Paid wifi', 'Paid internet', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Breakfast in the room', 'Complimentary instant cofffee', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', '24-hour security', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'ATM on site', 'Doorperson', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Private check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
136,Hilton Garden Inn New York/Times Square Central ,84,4.0,5,4.5,4,4,2359,"136 W 42nd Street, New York City, NY 10036-7803","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Business Center with Internet Access', 'Conference facilities', 'Baggage storage', 'Concierge', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Breakfast buffet', 'Vending machine', 'Meeting rooms', 'Fax / photocopying', 'Convenience store', 'Non-smoking hotel', 'ATM on site', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
